player_id,g_y,ab,r_y,h_y,double,triple,hr_y,rbi,sb,bb_y,so_y,hbp_y,sh_y,weight,height,HoF_nomination
abreubo01,121.25,424.0,72.65,123.5,28.7,2.95,14.4,68.15,20.0,73.8,92.0,1.65,0.35,220.0,72.0,0.0
almoner01,18.333333333333332,44.333333333333336,6.0,10.333333333333334,2.3333333333333335,0.0,0.6666666666666666,4.666666666666667,1.0,2.6666666666666665,9.666666666666666,0.3333333333333333,0.6666666666666666,245.0,74.0,0.0
amezaal01,53.09090909090909,128.0,15.727272727272727,31.636363636363637,4.2727272727272725,1.7272727272727273,1.0909090909090908,10.0,4.454545454545454,10.181818181818182,20.272727272727273,1.2727272727272727,2.5454545454545454,165.0,71.0,0.0
aybarer01,122.0,442.7,57.2,122.3,22.2,4.3,4.8,41.7,14.1,22.6,54.3,4.2,6.9,180.0,70.0,0.0
bakerje03,53.42857142857143,128.07142857142858,17.428571428571427,33.857142857142854,7.714285714285714,1.0714285714285714,3.857142857142857,16.785714285714285,1.0,9.928571428571429,33.714285714285715,0.6428571428571429,0.07142857142857142,220.0,74.0,0.0
barajro01,74.26666666666667,230.66666666666666,26.4,54.13333333333333,12.466666666666667,0.06666666666666667,9.066666666666666,32.0,0.13333333333333333,13.8,42.53333333333333,3.066666666666667,1.8666666666666667,250.0,74.0,0.0
bardjo01,53.27272727272727,161.63636363636363,14.727272727272727,41.09090909090909,9.909090909090908,0.2727272727272727,3.5454545454545454,20.0,0.09090909090909091,15.909090909090908,27.181818181818183,0.2727272727272727,1.0,225.0,75.0,0.0
barmecl01,91.23076923076923,292.6923076923077,33.38461538461539,71.6923076923077,16.0,1.3076923076923077,6.846153846153846,31.923076923076923,3.3076923076923075,16.615384615384617,56.46153846153846,4.615384615384615,4.615384615384615,200.0,73.0,0.0
bartlja01,89.2,314.1,43.5,84.9,15.6,2.6,3.1,28.6,12.3,27.5,52.6,4.8,3.1,190.0,72.0,0.0
bautijo02,87.6875,294.75,50.625,75.75,15.1875,1.0,17.875,49.5625,3.625,49.625,63.125,3.9375,1.4375,205.0,72.0,0.0
bayja01,98.3076923076923,346.53846153846155,56.69230769230769,92.3076923076923,18.46153846153846,2.3076923076923075,17.076923076923077,58.0,7.3076923076923075,48.92307692307692,93.53846153846153,4.3076923076923075,0.5384615384615384,210.0,74.0,0.0
beltrad01,142.61111111111111,539.5555555555555,74.38888888888889,153.72222222222223,31.11111111111111,1.9444444444444444,22.944444444444443,81.5,6.555555555555555,40.388888888888886,84.33333333333333,4.5,0.7777777777777778,220.0,71.0,0.0
